"3A_Code","Taxonomic_Code","Identifier","Name_En","Name_Fr","Name_Es","Name_Ar","Name_Cn","Name_Ru","Scientific_Name","Author","Major_Group","Yearbook_Group_En","Yearbook_Group_Fr","Yearbook_Group_Es","Yearbook_Group_Ar","Yearbook_Group_Cn","Yearbook_Group_Ru","ISSCAAP_Group_En","ISSCAAP_Group_Fr","ISSCAAP_Group_Es","ISSCAAP_Group_Ar","ISSCAAP_Group_Cn","ISSCAAP_Group_Ru","CPC_Class_En","CPC_Class_Fr","CPC_Class_Es","CPC_Class_Ar","CPC_Class_Cn","CPC_Class_Ru","CPC_Group_En","CPC_Group_Fr","CPC_Group_Es","CPC_Group_Ar","CPC_Group_Cn","CPC_Group_Ru"
"PCR","2310210145XX","3477","Tanner crabs nei","Crabes des neiges du Pac. nca","Cangrejos Pacíf. de las nieves","","","Крабы-стригуны","Chionoecetes spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"JAJ","231021021401","3478","Southern spider crab","Araignée du Sud","Centolla del Sur","","","","Jacquinotia edwardsii","(Jacquinot 1853)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"NEX","2290420XXXXX","3479","True lobsters,lobsterettes nei","Homards, langoustines nca","Bogavantes, cigalas nep","","","","Nephropidae","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Lobsters, spiny-rock lobsters","Homards, langoustes","Bogavantes, langostas","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"NEM","229042000502","3480","Mozambique lobster","Langoustine du Mozambique","Cigala del Mozambique","","","","Metanephrops mozambicus","Macpherson 1990","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Lobsters, spiny-rock lobsters","Homards, langoustes","Bogavantes, langostas","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"MEC","229042000504","3481","New Zealand lobster","Langoustine de N.lle-Zélande","Cigala de Nueva Zelandia","","","","Metanephrops challengeri","(Blass 1914)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Lobsters, spiny-rock lobsters","Homards, langoustes","Bogavantes, langostas","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"LBA","229042000701","3482","American lobster","Homard américain","Bogavante americano","","","","Homarus americanus","H. Milne Edwards 1837","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Lobsters, spiny-rock lobsters","Homards, langoustes","Bogavantes, langostas","","","","Lobsters (Homarus spp.), live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"GEY","2310430XXXXX","3483","Deep-sea crabs, geryons nei","Gérionidés nca","Geriones nep","","","","Geryonidae","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"GER","2310430001XX","3484","Chaceon geryons nei","Géryons Chaceon nca","Geriones Chaceon nep","","","","Chaceon spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"CGE","231043000102","3485","West African geryon","Géryon ouest-africain","Gerión de Guinea","","","","Chaceon maritae","(Manning & Holthuis 1981)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"FCX","2990XXXXXXXX011","3486","Freshwater crustaceans nei","Crustacés d'eau douce nca","Crustáceos de agua dulce nep","","","Ракообразные пресноводные","Crustacea","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"CRU","2990XXXXXXXX013","3487","Marine crustaceans nei","Crustacés marins nca","Crustáceos marinos nep","","","Ракообразные морские","Crustacea","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Miscellaneous marine crustaceans","Crustacés marins divers","Crustáceos marinos diversos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"GAS","3070XXXXXXXX","3488","Gastropods nei","Gastropodes nca","Gasterópodos nep","","","","Gastropoda","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Abalones, winkles, conchs","Ormeaux, bigorneaux, strombes","Orejas de mar, bígaros, estrombos","","","","Other molluscs, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"ABJ","307003000108","3490","Japanese abalone","Ormeau japonais","Abulón japonés","","皱纹盘鲍","","Haliotis discus","Ino 1953","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Abalones, winkles, conchs","Ormeaux, bigorneaux, strombes","Orejas de mar, bígaros, estrombos","","","","Abalone, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"ABG","307003000109","3491","Giant abalone","Ormeau géant","Abulón gigante","","","","Haliotis gigantea","Gmelin 1791","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Abalones, winkles, conchs","Ormeaux, bigorneaux, strombes","Orejas de mar, bígaros, estrombos","","","","Abalone, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"ABR","307003000113","3492","Blacklip abalone","Ormeau à lèvres noires","Oreja de mar de labios negros","","黑唇鲍","","Haliotis rubra","Leach 1814","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Abalones, winkles, conchs","Ormeaux, bigorneaux, strombes","Orejas de mar, bígaros, estrombos","","","","Abalone, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"HLT","307003000114","3493","Tuberculate abalone","Ormeau tuberculeux","Oreja marina tuberculosa","أذن البحر الدّرنيّ، حلزون بحريّ درنيّ","疣鲍","","Haliotis tuberculata","Linnaeus 1758","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Abalones, winkles, conchs","Ormeaux, bigorneaux, strombes","Orejas de mar, bígaros, estrombos","","","","Abalone, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"GSH","3070050002XX021","3494","Turban shells nei","Coquilles de turbos nca","Conchas de turbinas nep","","","","Ex Turbo spp","","MOLLUSCA","Other aq. animals & products","Autres animaux aq. et produits","Otros animales ac. y productos","","","","Pearls, mother-of-pearl, shells","Perles, nacres, coquilles","Perlas, madreperlas, conchas","","","","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose","","","","","","Other aquatic plants and animals","","","","",""
"MUE","3070020002XX","3495","Murex","Rochers","Murices","","","","Murex spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Abalones, winkles, conchs","Ormeaux, bigorneaux, strombes","Orejas de mar, bígaros, estrombos","","","","Other molluscs, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"CHQ","307002000401","3496","Chocolate rockshell","Pourpre chocolat","Caracol locate","فَرْفُورَة شكلاطة أو أُرجُوانة شُكلاط","巧克力荔枝螺","","Thais chocolata","(Duclos 1832)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Abalones, winkles, conchs","Ormeaux, bigorneaux, strombes","Orejas de mar, bígaros, estrombos","","","","Other molluscs, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"SNE","307002002301","3497","False abalone","Rocher loco","Loco","","","","Concholepas concholepas","(Bruguière 1789)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Abalones, winkles, conchs","Ormeaux, bigorneaux, strombes","Orejas de mar, bígaros, estrombos","","","","Other molluscs, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"WHX","3070090003XX","3498","Whelks","Busycons","Busicones","","","","Busycon spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Abalones, winkles, conchs","Ormeaux, bigorneaux, strombes","Orejas de mar, bígaros, estrombos","","","","Other molluscs, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"PEE","307001000101","3499","Common periwinkle","Bigorneau","Bígaro","قوقعة شاطئيّة","滨螺","","Littorina littorea","(Linnaeus 1758)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Abalones, winkles, conchs","Ormeaux, bigorneaux, strombes","Orejas de mar, bígaros, estrombos","","","","Other molluscs, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"CON","3070060002XX","3500","Stromboid conchs nei","Strombes nca","Cobos nep","","","","Strombus spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Abalones, winkles, conchs","Ormeaux, bigorneaux, strombes","Orejas de mar, bígaros, estrombos","","","","Other molluscs, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"ARK","3160040001XX","3501","Ark clams nei","Arches nca","Arcas nep","","","","Arca spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Clams, cockles, arkshells","Clams, coques, arches","Almejas, berberechos, arcas","","","","Clams, cockles and ark shells, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"MCL","316004000508","3502","Half-crenated ark","Arche crénelée","Arca japonesa","","","","Scapharca subcrenata","(Lischke 1869)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Clams, cockles, arkshells","Clams, coques, arches","Almejas, berberechos, arcas","","","","Clams, cockles and ark shells, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"BLC","316004007201","3503","Blood cockle","Arche granuleuse","Arca del Pacífico occidental","","血蚶","","Tegillarca granosa","(Linnaeus 1758)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Clams, cockles, arkshells","Clams, coques, arches","Almejas, berberechos, arcas","","","","Clams, cockles and ark shells, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"FSH","3160050XXXXX021","3504","Freshwater mussel shells","Coquilles des moules eau douce","Conchas de mejillón agua dulce","","","","Ex Unionidae","","MOLLUSCA","Other aq. animals & products","Autres animaux aq. et produits","Otros animales ac. y productos","","","","Pearls, mother-of-pearl, shells","Perles, nacres, coquilles","Perlas, madreperlas, conchas","","","","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose","","","","","","Other aquatic plants and animals","","","","",""
"OSH","3160060006XX021","3505","Pearl oyster shells nei","Coquilles d'huîtres perl. nca","Conchas de ostras perleras nep","","","","Ex Pinctada spp","","MOLLUSCA","Other aq. animals & products","Autres animaux aq. et produits","Otros animales ac. y productos","","","","Pearls, mother-of-pearl, shells","Perles, nacres, coquilles","Perlas, madreperlas, conchas","","","","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose","","","","","","Other aquatic plants and animals","","","","",""
"PNX","316006000602","3506","Silverlip pearl oyster","Huître perlière","Ostra perlera","محارة لُؤلُئية فِضِّية","大珠母贝","","Pinctada maxima","(Jameson 1901)","MOLLUSCA","Other aq. animals & products","Autres animaux aq. et produits","Otros animales ac. y productos","","","","Pearls, mother-of-pearl, shells","Perles, nacres, coquilles","Perlas, madreperlas, conchas","","","","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose","","","","","","Other aquatic plants and animals","","","","",""
"PTE","316006002301","3507","Penguin wing oyster","Huître perlière ailée","Ostra perlera viuda","محارة لُؤلُئية جَنَاحِية","企鹅珍珠贝","","Pteria penguin","(Roding 1798)","MOLLUSCA","Other aq. animals & products","Autres animaux aq. et produits","Otros animales ac. y productos","","","","Pearls, mother-of-pearl, shells","Perles, nacres, coquilles","Perlas, madreperlas, conchas","","","","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose","","","","","","Other aquatic plants and animals","","","","",""
"OST","3160070XXXXX","3508","Flat and cupped oysters nei","Huîtres plates et creuses nca","Ostras y ostiones nep","","","","Ostreidae","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Oysters","Huîtres","Ostras","","","","Oysters, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OCH","316007000203","3509","Chilean oyster","Huître chilienne","Ostra chilena","","","","Ostrea chilensis","Philippi 1845","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Oysters","Huîtres","Ostras","","","","Oysters, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
